status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
very interesting1372,video,653,19,3,653,0,0,0,0,0
very interesting1373,video,148,6,0,148,0,0,0,0,0
ordinary1374,video,433,7,0,433,0,0,0,0,0
ordinary1375,video,404,6,7,404,0,0,0,0,0
ordinary1376,video,616,7,0,616,0,0,0,0,0
very interesting1377,video,452,5,0,452,0,0,0,0,0
ordinary1378,video,457,6,0,457,0,0,0,0,0
ordinary1379,video,600,13,0,600,0,0,0,0,0
ordinary1380,video,345,7,1,345,0,0,0,0,0
ordinary1381,video,156,7,0,156,0,0,0,0,0
ordinary1382,video,227,11,7,227,0,0,0,0,0
ordinary1383,video,748,40,4,748,0,0,0,0,0
very interesting1384,video,406,3,2,406,0,0,0,0,0
ordinary1385,video,548,36,5,548,0,0,0,0,0
ordinary1386,photo,156,0,0,156,0,0,0,0,0
ordinary1387,video,641,14,2,641,0,0,0,0,0
very interesting1388,photo,14,1,0,14,0,0,0,0,0
ordinary1389,video,489,13,1,489,0,0,0,0,0
ordinary1390,video,644,30,0,644,0,0,0,0,0
very interesting1391,video,187,12,1,187,0,0,0,0,0
ordinary1392,video,893,23,2,893,0,0,0,0,0
very interesting1393,video,406,18,8,406,0,0,0,0,0
ordinary1394,video,329,10,1,329,0,0,0,0,0
ordinary1395,video,507,15,0,507,0,0,0,0,0
ordinary1396,photo,188,8,0,188,0,0,0,0,0
ordinary1397,video,359,6,0,359,0,0,0,0,0
ordinary1398,video,525,14,1,525,0,0,0,0,0
ordinary1399,video,306,12,0,306,0,0,0,0,0
ordinary1400,video,615,20,4,615,0,0,0,0,0
very interesting1401,video,572,10,0,572,0,0,0,0,0
ordinary1402,video,110,0,1,110,0,0,0,0,0
ordinary1403,video,742,10,1,742,0,0,0,0,0
very interesting1404,video,596,17,1,596,0,0,0,0,0
ordinary1405,video,1230,31,2,1230,0,0,0,0,0
very interesting1406,video,758,24,3,758,0,0,0,0,0
very interesting1407,video,322,9,12,322,0,0,0,0,0
ordinary1408,video,924,22,6,924,0,0,0,0,0
very interesting1409,photo,537,16,1,537,0,0,0,0,0
ordinary1410,video,433,4,0,433,0,0,0,0,0
ordinary1411,video,442,17,11,442,0,0,0,0,0
ordinary1412,video,544,19,0,544,0,0,0,0,0
ordinary1413,video,699,10,2,699,0,0,0,0,0
very interesting1414,video,1442,48,5,1442,0,0,0,0,0
very interesting1415,video,332,3,2,332,0,0,0,0,0
ordinary1416,video,972,16,2,972,0,0,0,0,0
very interesting1417,video,330,18,0,330,0,0,0,0,0
ordinary1418,video,1325,30,2,1325,0,0,0,0,0
very interesting1419,video,1923,234,5,1923,0,0,0,0,0
very interesting1420,video,1467,107,1,1467,0,0,0,0,0
very interesting1421,video,1989,36,5,1989,0,0,0,0,0
very interesting1422,video,779,9,0,779,0,0,0,0,0
very interesting1423,video,626,9,0,626,0,0,0,0,0
very interesting1424,video,493,14,2,493,0,0,0,0,0
ordinary1425,video,2520,64,33,2520,0,0,0,0,0
very interesting1426,video,273,10,0,273,0,0,0,0,0
ordinary1427,video,2613,50,3,2613,0,0,0,0,0
very interesting1428,video,2137,44,3,2137,0,0,0,0,0
very interesting1429,video,665,9,1,665,0,0,0,0,0
very interesting1430,video,3919,77,12,3919,0,0,0,0,0
very interesting1431,video,4094,61,6,4094,0,0,0,0,0
very interesting1432,video,2836,48,7,2836,0,0,0,0,0
very interesting1433,video,562,5,1,562,0,0,0,0,0
ordinary1434,video,767,26,2,767,0,0,0,0,0
very interesting1435,video,722,9,1,722,0,0,0,0,0
very interesting1436,link,37,0,0,37,0,0,0,0,0
boring1437,video,637,8,1,637,0,0,0,0,0
very interesting1438,video,1347,13,1,1347,0,0,0,0,0
very interesting1439,video,922,5,0,922,0,0,0,0,0
very interesting1440,video,108,6,2,108,0,0,0,0,0
ordinary1441,video,685,10,2,685,0,0,0,0,0
very interesting1442,video,450,4,0,450,0,0,0,0,0
ordinary1443,video,353,0,3,353,0,0,0,0,0
ordinary1444,video,458,3,0,458,0,0,0,0,0
ordinary1445,video,2669,23,2,2669,0,0,0,0,0
very interesting1446,video,371,3,1,371,0,0,0,0,0
ordinary1447,video,973,8,1,973,0,0,0,0,0
very interesting1448,video,778,24,2,778,0,0,0,0,0
very interesting1449,video,551,2,0,551,0,0,0,0,0
ordinary1450,video,501,4,0,501,0,0,0,0,0
ordinary1451,video,493,17,1,493,0,0,0,0,0
ordinary1452,video,306,7,1,306,0,0,0,0,0
ordinary1453,video,405,6,1,405,0,0,0,0,0
ordinary1454,video,497,8,0,497,0,0,0,0,0
ordinary1455,video,782,11,0,782,0,0,0,0,0
very interesting1456,video,367,7,0,367,0,0,0,0,0
ordinary1457,video,500,16,0,500,0,0,0,0,0
ordinary1458,video,426,9,2,426,0,0,0,0,0
ordinary1459,video,880,24,1,880,0,0,0,0,0
very interesting1460,video,716,28,0,716,0,0,0,0,0
very interesting1461,video,461,17,1,461,0,0,0,0,0
ordinary1462,video,244,6,0,244,0,0,0,0,0
ordinary1463,video,589,18,1,589,0,0,0,0,0
ordinary1464,video,321,6,0,321,0,0,0,0,0
ordinary1465,video,396,10,0,396,0,0,0,0,0
ordinary1466,video,350,5,0,350,0,0,0,0,0
ordinary1467,photo,164,5,0,164,0,0,0,0,0
ordinary1468,video,718,20,0,718,0,0,0,0,0
very interesting1469,video,196,12,0,196,0,0,0,0,0
ordinary1470,video,849,25,1,849,0,0,0,0,0
very interesting1471,video,109,6,3,109,0,0,0,0,0
ordinary1472,video,413,7,2,413,0,0,0,0,0
ordinary1473,video,395,16,0,395,0,0,0,0,0
ordinary1474,video,425,12,0,425,0,0,0,0,0
ordinary1475,video,688,8,0,688,0,0,0,0,0
very interesting1476,video,313,6,0,313,0,0,0,0,0
ordinary1477,video,399,34,4,399,0,0,0,0,0
ordinary1478,video,714,46,5,714,0,0,0,0,0
very interesting1479,video,576,17,3,576,0,0,0,0,0
ordinary1480,video,462,15,0,462,0,0,0,0,0
ordinary1481,photo,41,2,0,41,0,0,0,0,0
ordinary1482,video,469,17,0,469,0,0,0,0,0
ordinary1483,photo,17,2,0,17,0,0,0,0,0
ordinary1484,photo,6,0,0,6,0,0,0,0,0
ordinary1485,photo,344,10,0,344,0,0,0,0,0
ordinary1486,video,621,16,8,621,0,0,0,0,0
very interesting1487,video,603,13,1,603,0,0,0,0,0
ordinary1488,video,530,13,0,530,0,0,0,0,0
ordinary1489,photo,211,2,0,211,0,0,0,0,0
ordinary1490,video,327,6,6,327,0,0,0,0,0
ordinary1491,video,505,21,11,505,0,0,0,0,0
ordinary1492,video,424,6,0,424,0,0,0,0,0
ordinary1493,video,514,10,2,514,0,0,0,0,0
ordinary1494,video,412,17,0,412,0,0,0,0,0
ordinary1495,video,150,4,0,150,0,0,0,0,0
ordinary1496,video,233,4,0,233,0,0,0,0,0
ordinary1497,video,906,22,3,906,0,0,0,0,0
very interesting1498,video,800,26,2,800,0,0,0,0,0
very interesting1499,video,279,10,0,279,0,0,0,0,0
ordinary1500,video,715,18,6,715,0,0,0,0,0
very interesting1501,video,969,46,4,969,0,0,0,0,0
very interesting1502,video,489,23,11,489,0,0,0,0,0
ordinary1503,video,294,25,3,294,0,0,0,0,0
ordinary1504,video,437,31,0,437,0,0,0,0,0
ordinary1505,photo,219,8,0,219,0,0,0,0,0
ordinary1506,video,267,9,0,267,0,0,0,0,0
ordinary1507,video,321,12,2,321,0,0,0,0,0
ordinary1508,video,190,3,0,190,0,0,0,0,0
ordinary1509,video,318,14,0,318,0,0,0,0,0
ordinary1510,video,246,17,1,246,0,0,0,0,0
ordinary1511,video,327,9,0,327,0,0,0,0,0
ordinary1512,video,417,6,0,417,0,0,0,0,0
ordinary1513,video,317,5,0,317,0,0,0,0,0
ordinary1514,video,340,11,0,340,0,0,0,0,0
ordinary1515,video,385,12,0,385,0,0,0,0,0
ordinary1516,video,543,5,0,543,0,0,0,0,0
ordinary1517,video,981,32,6,981,0,0,0,0,0
very interesting1518,video,308,5,0,308,0,0,0,0,0
ordinary1519,video,425,5,1,425,0,0,0,0,0
ordinary1520,video,542,9,0,542,0,0,0,0,0
ordinary1521,video,254,2,0,254,0,0,0,0,0
ordinary1522,video,325,36,0,325,0,0,0,0,0
ordinary1523,video,287,9,0,287,0,0,0,0,0
ordinary1524,video,247,8,0,247,0,0,0,0,0
ordinary1525,video,273,7,0,273,0,0,0,0,0
ordinary1526,video,396,30,1,396,0,0,0,0,0
ordinary1527,video,241,2,0,241,0,0,0,0,0
ordinary1528,video,204,1,0,204,0,0,0,0,0
ordinary1529,video,199,6,1,199,0,0,0,0,0
ordinary1530,photo,6,0,0,6,0,0,0,0,0
ordinary1531,video,421,10,2,421,0,0,0,0,0
ordinary1532,video,240,7,0,240,0,0,0,0,0
ordinary1533,video,479,18,1,479,0,0,0,0,0
ordinary1534,video,282,7,0,282,0,0,0,0,0
ordinary1535,video,107,1,2,107,0,0,0,0,0
ordinary1536,video,258,5,0,258,0,0,0,0,0
ordinary1537,video,799,31,4,799,0,0,0,0,0
very interesting1538,video,157,9,3,157,0,0,0,0,0
ordinary1539,video,358,19,1,358,0,0,0,0,0
ordinary1540,photo,45,1,0,45,0,0,0,0,0
ordinary1541,video,155,2,0,155,0,0,0,0,0
ordinary1542,video,328,21,5,328,0,0,0,0,0
ordinary1543,video,271,6,0,271,0,0,0,0,0
ordinary1544,video,202,10,1,202,0,0,0,0,0
ordinary1545,video,249,7,1,249,0,0,0,0,0
ordinary1546,video,460,31,1,460,0,0,0,0,0
ordinary1547,video,100,0,0,100,0,0,0,0,0
ordinary1548,video,101,2,1,101,0,0,0,0,0
ordinary1549,video,258,7,0,258,0,0,0,0,0
ordinary1550,video,152,5,0,152,0,0,0,0,0
ordinary1551,photo,87,3,0,87,0,0,0,0,0
ordinary1552,photo,46,4,0,46,0,0,0,0,0
ordinary1553,photo,63,0,0,63,0,0,0,0,0
ordinary1554,video,271,3,1,271,0,0,0,0,0
ordinary1555,video,126,5,2,126,0,0,0,0,0
ordinary1556,video,175,6,0,175,0,0,0,0,0
ordinary1557,video,47,0,1,47,0,0,0,0,0
ordinary1558,photo,42,0,0,42,0,0,0,0,0
ordinary1559,photo,53,1,0,53,0,0,0,0,0
ordinary1560,photo,100,1,1,100,0,0,0,0,0
ordinary1561,photo,41,1,0,41,0,0,0,0,0
ordinary1562,photo,34,0,0,34,0,0,0,0,0
ordinary1563,video,238,4,0,238,0,0,0,0,0
ordinary1564,video,223,3,1,223,0,0,0,0,0
ordinary1565,photo,75,0,0,75,0,0,0,0,0
ordinary1566,photo,101,1,0,101,0,0,0,0,0
ordinary1567,photo,51,0,0,51,0,0,0,0,0
ordinary1568,photo,77,3,0,77,0,0,0,0,0
ordinary1569,video,1190,12,1,1190,0,0,0,0,0
very interesting1570,photo,9,0,0,9,0,0,0,0,0
ordinary1571,photo,134,3,0,134,0,0,0,0,0
ordinary1572,photo,72,0,0,72,0,0,0,0,0
ordinary1573,video,188,6,0,188,0,0,0,0,0
ordinary1574,video,221,2,0,221,0,0,0,0,0
ordinary1575,video,221,3,0,221,0,0,0,0,0
ordinary1576,photo,94,3,0,94,0,0,0,0,0
ordinary1577,video,82,3,0,82,0,0,0,0,0
ordinary1578,photo,216,8,0,216,0,0,0,0,0
ordinary1579,video,110,0,0,110,0,0,0,0,0
ordinary1580,video,348,0,0,348,0,0,0,0,0
ordinary1581,video,225,13,0,225,0,0,0,0,0
ordinary1582,photo,80,1,0,80,0,0,0,0,0
ordinary1583,photo,91,6,0,91,0,0,0,0,0
ordinary1584,photo,184,11,0,184,0,0,0,0,0
ordinary1585,video,562,0,0,562,0,0,0,0,0
ordinary1586,photo,184,0,0,184,0,0,0,0,0
ordinary1587,photo,190,2,0,190,0,0,0,0,0
ordinary1588,video,360,23,2,360,0,0,0,0,0
ordinary1589,video,57,0,0,57,0,0,0,0,0
ordinary1590,photo,102,4,0,102,0,0,0,0,0
ordinary1591,photo,152,2,0,152,0,0,0,0,0
ordinary1592,photo,263,14,0,263,0,0,0,0,0
ordinary1593,video,62,1,0,62,0,0,0,0,0
ordinary1594,video,126,18,0,126,0,0,0,0,0
ordinary1595,photo,114,3,0,114,0,0,0,0,0
ordinary1596,photo,187,9,0,187,0,0,0,0,0
ordinary1597,photo,58,7,0,58,0,0,0,0,0
ordinary1598,photo,46,3,0,46,0,0,0,0,0
ordinary1599,photo,183,4,0,183,0,0,0,0,0
ordinary1600,photo,99,11,0,99,0,0,0,0,0
ordinary1601,photo,51,0,0,51,0,0,0,0,0
ordinary1602,photo,92,6,0,92,0,0,0,0,0
ordinary1603,photo,103,6,0,103,0,0,0,0,0
ordinary1604,photo,326,9,0,326,0,0,0,0,0
ordinary1605,photo,113,2,0,113,0,0,0,0,0
ordinary1606,photo,61,0,0,61,0,0,0,0,0
ordinary1607,photo,76,3,0,76,0,0,0,0,0
ordinary1608,photo,66,1,0,66,0,0,0,0,0
ordinary1609,video,638,34,9,638,0,0,0,0,0
very interesting1610,video,154,0,0,154,0,0,0,0,0
ordinary1611,video,95,9,3,95,0,0,0,0,0
ordinary1612,photo,29,0,0,29,0,0,0,0,0
ordinary1613,photo,71,2,1,71,0,0,0,0,0
ordinary1614,video,813,6,0,813,0,0,0,0,0
very interesting1615,video,506,44,7,506,0,0,0,0,0
ordinary1616,photo,68,7,0,68,0,0,0,0,0
ordinary1617,video,174,11,0,174,0,0,0,0,0
ordinary1618,photo,105,4,0,105,0,0,0,0,0
ordinary1619,photo,179,11,0,179,0,0,0,0,0
ordinary1620,video,191,6,0,191,0,0,0,0,0
ordinary1621,video,203,3,1,203,0,0,0,0,0
ordinary1622,photo,277,52,2,277,0,0,0,0,0
ordinary1623,video,62,2,0,62,0,0,0,0,0
ordinary1624,video,200,6,0,200,0,0,0,0,0
ordinary1625,photo,339,30,0,339,0,0,0,0,0
ordinary1626,video,178,10,1,178,0,0,0,0,0
ordinary1627,photo,23,0,0,23,0,0,0,0,0
ordinary1628,video,65,11,0,65,0,0,0,0,0
ordinary1629,video,250,7,6,250,0,0,0,0,0
ordinary1630,photo,59,0,0,59,0,0,0,0,0
ordinary1631,video,110,12,3,110,0,0,0,0,0
ordinary1632,video,147,13,2,147,0,0,0,0,0
ordinary1633,photo,62,6,0,62,0,0,0,0,0
ordinary1634,video,686,53,3,686,0,0,0,0,0
very interesting1635,video,351,5,2,351,0,0,0,0,0
ordinary1636,video,215,12,1,215,0,0,0,0,0
ordinary1637,video,100,6,6,100,0,0,0,0,0
ordinary1638,video,131,1,1,131,0,0,0,0,0
ordinary1639,video,560,22,12,560,0,0,0,0,0
ordinary1640,video,374,9,16,374,0,0,0,0,0
ordinary1641,video,559,22,7,559,0,0,0,0,0
ordinary1642,video,169,6,5,169,0,0,0,0,0
ordinary1643,video,473,9,9,473,0,0,0,0,0
ordinary1644,video,58,2,4,58,0,0,0,0,0
ordinary1645,video,164,4,9,164,0,0,0,0,0
ordinary1646,video,614,24,21,614,0,0,0,0,0
ordinary1647,video,211,2,4,211,0,0,0,0,0
ordinary1648,video,129,9,3,129,0,0,0,0,0
ordinary1649,video,155,5,9,155,0,0,0,0,0
ordinary1650,video,438,14,19,438,0,0,0,0,0
ordinary1651,video,304,20,24,304,0,0,0,0,0
ordinary1652,video,116,2,10,116,0,0,0,0,0
ordinary1653,video,135,1,2,135,0,0,0,0,0
ordinary1654,photo,115,9,0,115,0,0,0,0,0
ordinary1655,photo,128,3,0,128,0,0,0,0,0
ordinary1656,photo,128,3,0,128,0,0,0,0,0
ordinary1657,photo,55,4,4,55,0,0,0,0,0
ordinary1658,photo,109,1,0,109,0,0,0,0,0
ordinary1659,photo,58,0,0,58,0,0,0,0,0
ordinary1660,photo,83,0,0,83,0,0,0,0,0
ordinary1661,photo,164,6,0,164,0,0,0,0,0
ordinary1662,video,210,9,0,210,0,0,0,0,0
ordinary1663,video,133,17,5,133,0,0,0,0,0
ordinary1664,video,91,6,6,91,0,0,0,0,0
ordinary1665,video,226,13,0,226,0,0,0,0,0
ordinary1666,video,50,3,0,50,0,0,0,0,0
ordinary1667,video,243,0,0,243,0,0,0,0,0
ordinary1668,video,113,15,0,113,0,0,0,0,0
ordinary1669,video,243,5,5,243,0,0,0,0,0
ordinary1670,video,141,1,1,141,0,0,0,0,0
ordinary1671,video,130,0,5,130,0,0,0,0,0
ordinary1672,video,65,2,4,65,0,0,0,0,0
ordinary1673,photo,3,3,0,3,0,0,0,0,0
ordinary1674,photo,75,3,0,75,0,0,0,0,0
ordinary1675,video,45,0,1,45,0,0,0,0,0
ordinary1676,video,177,14,4,177,0,0,0,0,0
ordinary1677,photo,45,1,0,45,0,0,0,0,0
ordinary1678,photo,93,8,0,93,0,0,0,0,0
ordinary1679,video,73,0,2,73,0,0,0,0,0
ordinary1680,photo,82,5,0,82,0,0,0,0,0
ordinary1681,video,89,17,1,89,0,0,0,0,0
ordinary1682,video,52,5,3,52,0,0,0,0,0
ordinary1683,video,52,5,3,52,0,0,0,0,0
ordinary1684,photo,32,1,0,32,0,0,0,0,0
ordinary1685,photo,140,18,0,140,0,0,0,0,0
ordinary1686,photo,113,5,0,113,0,0,0,0,0
ordinary1687,video,1201,86,3,1201,0,0,0,0,0
very interesting1688,video,1145,22,4,1145,0,0,0,0,0
very interesting1689,video,107,5,5,107,0,0,0,0,0
ordinary1690,photo,27,5,0,27,0,0,0,0,0
ordinary1691,photo,101,9,0,101,0,0,0,0,0
ordinary1692,video,160,8,3,160,0,0,0,0,0
ordinary1693,video,197,20,2,197,0,0,0,0,0
ordinary1694,photo,70,3,0,70,0,0,0,0,0
ordinary1695,video,88,11,1,88,0,0,0,0,0
ordinary1696,photo,22,1,0,22,0,0,0,0,0
ordinary1697,video,265,5,0,265,0,0,0,0,0
ordinary1698,photo,73,4,7,73,0,0,0,0,0
ordinary1699,photo,211,2,0,211,0,0,0,0,0
ordinary1700,video,165,9,0,165,0,0,0,0,0
ordinary1701,video,190,6,1,190,0,0,0,0,0
ordinary1702,video,83,1,0,83,0,0,0,0,0
ordinary1703,photo,51,1,0,51,0,0,0,0,0
ordinary1704,video,386,15,14,386,0,0,0,0,0
ordinary1705,video,135,14,0,135,0,0,0,0,0
ordinary1706,video,273,35,2,273,0,0,0,0,0
ordinary1707,video,87,25,4,87,0,0,0,0,0
ordinary1708,video,240,30,2,240,0,0,0,0,0
ordinary1709,photo,47,1,0,47,0,0,0,0,0
ordinary1710,video,23,7,16,23,0,0,0,0,0
ordinary1711,photo,84,4,0,84,0,0,0,0,0
ordinary1712,photo,18,0,0,18,0,0,0,0,0
ordinary1713,photo,59,5,0,59,0,0,0,0,0
ordinary1714,photo,44,0,0,44,0,0,0,0,0
ordinary1715,photo,28,0,0,28,0,0,0,0,0
ordinary1716,photo,30,1,0,30,0,0,0,0,0
ordinary1717,photo,39,2,0,39,0,0,0,0,0
ordinary1718,photo,17,0,1,17,0,0,0,0,0
ordinary1719,photo,74,15,1,74,0,0,0,0,0
ordinary1720,photo,68,6,0,68,0,0,0,0,0
ordinary1721,photo,65,2,10,65,0,0,0,0,0
ordinary1722,photo,52,2,0,52,0,0,0,0,0
ordinary1723,photo,78,8,0,78,0,0,0,0,0
ordinary1724,photo,28,3,0,28,0,0,0,0,0
ordinary1725,photo,63,5,0,63,0,0,0,0,0
ordinary1726,photo,19,24,0,19,0,0,0,0,0
ordinary1727,photo,21,22,0,21,0,0,0,0,0
ordinary1728,photo,77,12,0,77,0,0,0,0,0
ordinary1729,video,137,3,1,137,0,0,0,0,0
ordinary1730,photo,537,16,1,537,0,0,0,0,0
ordinary1731,photo,57,5,1,57,0,0,0,0,0
ordinary1732,video,144,11,0,144,0,0,0,0,0
ordinary1733,photo,13,1,0,13,0,0,0,0,0
ordinary1734,photo,10,0,0,10,0,0,0,0,0
ordinary1735,video,108,5,0,108,0,0,0,0,0
ordinary1736,photo,49,0,0,49,0,0,0,0,0
ordinary1737,photo,1,0,0,1,0,0,0,0,0
ordinary1738,photo,29,1,0,29,0,0,0,0,0
ordinary1739,photo,24,2,2,24,0,0,0,0,0
ordinary1740,photo,156,17,0,156,0,0,0,0,0
ordinary1741,photo,56,1,0,56,0,0,0,0,0
ordinary1742,photo,34,1,0,34,0,0,0,0,0
ordinary1743,photo,16,1,0,16,0,0,0,0,0
ordinary1744,photo,25,1,0,25,0,0,0,0,0
ordinary1745,photo,38,4,1,38,0,0,0,0,0
ordinary1746,photo,45,5,0,45,0,0,0,0,0
ordinary1747,photo,74,2,0,74,0,0,0,0,0
ordinary1748,photo,8,0,0,8,0,0,0,0,0
ordinary1749,photo,2,0,0,2,0,0,0,0,0
ordinary1750,photo,131,8,0,131,0,0,0,0,0
ordinary1751,photo,32,3,0,32,0,0,0,0,0
ordinary1752,photo,14,1,1,14,0,0,0,0,0
ordinary1753,photo,90,10,4,90,0,0,0,0,0
ordinary1754,photo,122,2,0,122,0,0,0,0,0
ordinary1755,photo,5,0,0,5,0,0,0,0,0
ordinary1756,photo,97,5,1,97,0,0,0,0,0
ordinary1757,photo,31,1,0,31,0,0,0,0,0
ordinary1758,photo,80,4,0,80,0,0,0,0,0
ordinary1759,photo,51,1,1,51,0,0,0,0,0
ordinary1760,photo,38,0,0,38,0,0,0,0,0
ordinary1761,photo,102,5,0,102,0,0,0,0,0
ordinary1762,photo,92,10,1,92,0,0,0,0,0
ordinary1763,photo,54,4,0,54,0,0,0,0,0
ordinary1764,photo,44,4,0,44,0,0,0,0,0
ordinary1765,photo,78,5,1,78,0,0,0,0,0
ordinary1766,photo,66,10,1,66,0,0,0,0,0
ordinary1767,photo,54,6,2,54,0,0,0,0,0
ordinary1768,photo,25,0,0,25,0,0,0,0,0
ordinary1769,photo,74,5,1,74,0,0,0,0,0
ordinary1770,photo,79,7,1,79,0,0,0,0,0
ordinary1771,photo,104,3,1,104,0,0,0,0,0
ordinary1772,photo,38,7,0,38,0,0,0,0,0
ordinary1773,photo,17,6,0,17,0,0,0,0,0
ordinary1774,photo,75,8,0,75,0,0,0,0,0
ordinary1775,photo,52,3,0,52,0,0,0,0,0
ordinary1776,photo,38,0,5,38,0,0,0,0,0
ordinary1777,photo,58,5,0,58,0,0,0,0,0
ordinary1778,photo,12,1,2,12,0,0,0,0,0
ordinary1779,photo,4,0,2,4,0,0,0,0,0
ordinary1780,photo,28,4,0,28,0,0,0,0,0
ordinary1781,photo,4,0,1,4,0,0,0,0,0
ordinary1782,photo,51,0,0,51,0,0,0,0,0
ordinary1783,photo,18,1,0,18,0,0,0,0,0
ordinary1784,photo,45,0,0,45,0,0,0,0,0
ordinary1785,photo,14,0,0,14,0,0,0,0,0
ordinary1786,photo,54,1,0,54,0,0,0,0,0
ordinary1787,photo,65,4,0,65,0,0,0,0,0
ordinary1788,photo,73,0,0,73,0,0,0,0,0
ordinary1789,photo,43,3,0,43,0,0,0,0,0
ordinary1790,photo,28,4,1,28,0,0,0,0,0
ordinary1791,photo,22,1,0,22,0,0,0,0,0
ordinary1792,photo,39,3,0,39,0,0,0,0,0
ordinary1793,photo,62,8,0,62,0,0,0,0,0
ordinary1794,photo,20,2,0,20,0,0,0,0,0
ordinary1795,photo,17,0,0,17,0,0,0,0,0
ordinary1796,photo,49,7,0,49,0,0,0,0,0
ordinary1797,photo,62,7,0,62,0,0,0,0,0
ordinary1798,photo,43,2,0,43,0,0,0,0,0
ordinary1799,photo,30,1,0,30,0,0,0,0,0
ordinary1800,photo,28,0,0,28,0,0,0,0,0
ordinary1801,photo,49,2,2,49,0,0,0,0,0
ordinary1802,photo,67,6,0,67,0,0,0,0,0
ordinary1803,photo,20,1,0,20,0,0,0,0,0
ordinary1804,photo,81,5,0,81,0,0,0,0,0
ordinary1805,photo,58,6,1,58,0,0,0,0,0
ordinary1806,photo,13,5,0,13,0,0,0,0,0
ordinary1807,photo,47,0,0,47,0,0,0,0,0
ordinary1808,photo,7,0,2,7,0,0,0,0,0
ordinary1809,photo,62,2,1,62,0,0,0,0,0
ordinary1810,photo,84,6,0,84,0,0,0,0,0
ordinary1811,photo,23,2,0,23,0,0,0,0,0
ordinary1812,photo,19,4,0,19,0,0,0,0,0
ordinary1813,photo,13,0,1,13,0,0,0,0,0
ordinary1814,photo,8,1,1,8,0,0,0,0,0
ordinary1815,photo,35,1,0,35,0,0,0,0,0
ordinary1816,photo,37,0,0,37,0,0,0,0,0
ordinary1817,photo,73,10,0,73,0,0,0,0,0
ordinary1818,photo,114,9,0,114,0,0,0,0,0
ordinary1819,photo,69,6,0,69,0,0,0,0,0
ordinary1820,photo,43,0,0,43,0,0,0,0,0
ordinary1821,photo,106,3,0,106,0,0,0,0,0
ordinary1822,photo,69,2,0,69,0,0,0,0,0
ordinary1823,photo,65,2,0,65,0,0,0,0,0
ordinary1824,photo,52,0,0,52,0,0,0,0,0
ordinary1825,photo,79,1,0,79,0,0,0,0,0
ordinary1826,photo,49,1,0,49,0,0,0,0,0
ordinary1827,photo,31,0,0,31,0,0,0,0,0
ordinary1828,photo,7,0,2,7,0,0,0,0,0
ordinary1829,photo,6,0,2,6,0,0,0,0,0
ordinary1830,photo,7,0,0,7,0,0,0,0,0
ordinary1831,photo,5,1,1,5,0,0,0,0,0
ordinary1832,photo,18,1,0,18,0,0,0,0,0
ordinary1833,photo,32,0,7,32,0,0,0,0,0
ordinary1834,photo,33,1,0,33,0,0,0,0,0
ordinary1835,photo,97,0,0,97,0,0,0,0,0
ordinary1836,photo,102,16,0,102,0,0,0,0,0
ordinary1837,photo,38,10,0,38,0,0,0,0,0
ordinary1838,photo,16,2,0,16,0,0,0,0,0
ordinary1839,photo,3,1,2,3,0,0,0,0,0
ordinary1840,photo,27,0,5,27,0,0,0,0,0
ordinary1841,photo,78,4,35,78,0,0,0,0,0
ordinary1842,photo,29,0,0,29,0,0,0,0,0
ordinary1843,photo,66,9,0,66,0,0,0,0,0
ordinary1844,photo,78,16,0,78,0,0,0,0,0
ordinary1845,photo,57,9,1,57,0,0,0,0,0
ordinary1846,photo,19,4,0,19,0,0,0,0,0
ordinary1847,photo,82,14,0,82,0,0,0,0,0
ordinary1848,photo,5,4,1,5,0,0,0,0,0
ordinary1849,photo,52,5,0,52,0,0,0,0,0
ordinary1850,photo,45,14,0,45,0,0,0,0,0
ordinary1851,status,41,19,11,41,0,0,0,0,0
boring1852,photo,55,10,0,55,0,0,0,0,0
ordinary1853,photo,40,1,0,40,0,0,0,0,0
ordinary1854,photo,48,4,0,48,0,0,0,0,0
ordinary1855,photo,53,7,0,53,0,0,0,0,0
ordinary1856,photo,5,0,0,5,0,0,0,0,0
ordinary1857,photo,0,0,0,0,0,0,0,0,0
ordinary1858,photo,74,6,0,74,0,0,0,0,0
ordinary1859,photo,7,1,2,7,0,0,0,0,0
ordinary1860,photo,96,214,0,96,0,0,0,0,0
ordinary1861,photo,43,2,0,43,0,0,0,0,0
ordinary1862,photo,13,3,0,13,0,0,0,0,0
ordinary1863,photo,28,3,0,28,0,0,0,0,0
ordinary1864,photo,34,0,1,34,0,0,0,0,0
ordinary1865,photo,83,1,0,83,0,0,0,0,0
ordinary1866,photo,7,0,0,7,0,0,0,0,0
ordinary1867,photo,34,0,0,34,0,0,0,0,0
ordinary1868,photo,97,3,0,97,0,0,0,0,0
ordinary1869,photo,24,4,0,24,0,0,0,0,0
ordinary1870,photo,106,18,0,106,0,0,0,0,0
ordinary1871,photo,131,4,0,131,0,0,0,0,0
ordinary1872,photo,132,7,0,132,0,0,0,0,0
ordinary1873,photo,79,5,0,79,0,0,0,0,0
ordinary1874,photo,71,2,7,71,0,0,0,0,0
ordinary1875,photo,55,8,5,55,0,0,0,0,0
ordinary1876,photo,51,9,0,51,0,0,0,0,0
ordinary1877,photo,46,3,1,46,0,0,0,0,0
